total_time_ms,generation_time_ms,filtering_time_ms,clustering_time_ms,bbox_time_ms,num_points,filtered_points,num_clusters,num_objects
6481.7412000047625,12.24210000509629,0.08149999484885484,6469.337400005315,0.08019999950192869,5000,3016,1,1
6552.238600001147,11.784599999373313,0.041900006181094795,6540.410999994492,0.0011000010999850929,5000,3021,0,0
6490.879400000267,11.634000002231915,0.04149999585933983,6479.1335000045365,0.0703999976394698,5000,3004,2,2
